@HD	VN:1.6	SO:coordinate
@SQ	SN:NC_036780.1	LN:38676823	M5:2035ff4386e38d49322961abdd3eaa39	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036781.1	LN:32660920	M5:6e825deeb2ccf8300ec309f80de20a62	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036782.1	LN:37314939	M5:37fb7d6a210debfd53ecd04b71c9dd9b	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036783.1	LN:30518969	M5:e37c2f613832371afa61c7f7a4ab71cd	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036784.1	LN:36170306	M5:6a64734bf26d38bd80b3634c40975eb9	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036785.1	LN:39774503	M5:5fbd9ef7cd55dbf6dacae7aabe1bb121	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036786.1	LN:64916660	M5:64b1758d7c0b16b6eadf963f4e4de4ef	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036787.1	LN:23971387	M5:66528d454cb9936b07c2e207aa67795e	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036788.1	LN:21023328	M5:d22d04ecc5895f18c6476a08d4d9f69d	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036789.1	LN:32356376	M5:979a7345d96933383a6dd0e9f9315a30	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036790.1	LN:32446080	M5:acf6eea367eead3a33ab9cf4b7f24d4b	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036791.1	LN:34086040	M5:5c8f6430e326fe4bac2948764bb0cac7	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036792.1	LN:32072427	M5:194cbd1670faef400efa050f46625469	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036793.1	LN:37870038	M5:f468d21aed404c4c6aaa079f2096d385	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036794.1	LN:34548429	M5:cc0a5c11217589511f20733d06b1c719	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036795.1	LN:34742138	M5:7f2c657466244c45a76d8600d92b5e7a	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036796.1	LN:35776103	M5:ecd8bb7f31c2491f3e7974925997287c	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036797.1	LN:29505383	M5:d3e2a9c0cc9367d2c46bb34e047dbb76	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036798.1	LN:25963618	M5:403a46d1b05615cbd88f0d0a29b757ea	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036799.1	LN:29789237	M5:095db36c7fac8ae0e3cb482603ab13e2	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036800.1	LN:34725690	M5:f393d9cd09035386a894353b010100db	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NC_036801.1	LN:42088218	M5:7470cc9840bb4f34eb6b37302b67149f	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192317.1	LN:27692	M5:8a4de7b1e3929e8d5cdfc8e83b8cdf03	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192318.1	LN:122712	M5:503bf99b743b3f7bcf8cae47ecb28ac0	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192319.1	LN:3684755	M5:166ca6e06647988b084adf450f99e1b3	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192320.1	LN:21384	M5:80798e832a5e3a0e224e12f807ee649d	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192321.1	LN:22704	M5:c5f48db5d3c7cffa4e984cf8dcea9b25	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192322.1	LN:447980	M5:c96440250855400dd6e64d5366c00098	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192323.1	LN:209323	M5:3f3c41e5a30e23a7751bceaebde1a879	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192324.1	LN:24806	M5:f262674df1fe605230afbc8650dee4fe	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192325.1	LN:24131	M5:92ab5f765fe3371d0d298cf68d345f6f	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192326.1	LN:840938	M5:1964a03599275c14a92497bf6722a01e	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192327.1	LN:40720	M5:f897bc3aef7584cb4bdde4fc550b0c24	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192328.1	LN:27223	M5:56cb66a0cad9c2310984ab034436a3af	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192329.1	LN:51186	M5:63d31e0c0c75d87d7e265e7fe6e91ac7	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192330.1	LN:525310	M5:e328dad7d7f5b8d45dbc492e6664b8f3	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192331.1	LN:1539574	M5:e7e5a61eadf423bd46d4014e3c338369	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192332.1	LN:1394719	M5:025037dd313df536daba51057f79ffe5	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
@SQ	SN:NW_020192333.1	LN:308030	M5:fcf00d7ff6a8f1f2df76d9e41d1d362b	UR:file:/home/ad.gatech.edu/pmcgrath7/Temp/CichlidSequencingData/Genomes/Mzebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.fna
